iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,11,30,30
1,132,42,184,90
2,1240,471,2126,1143
3,4838,1385,10132,3396
4,6445,1738,15321,5162
5,2235,1661,5836,4951
6,175,1209,356,3602
7,11,650,17,1730
8,0,317,0,865
9,0,79,0,190
10,0,14,0,27
11,0,1,0,3
12,0,0,0,1
13,0,0,0,0
