iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,17,30,30
1,216,101,311,211
2,1685,950,4714,3071
3,1828,867,5249,2911
4,737,534,2202,1925
5,157,251,456,860
6,25,102,48,300
7,0,32,2,70
8,0,5,0,13
9,0,1,0,2
10,0,0,0,0
11,0,0,0,0
