iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,14,30,30
1,115,47,180,129
2,1000,283,2483,1011
3,1468,348,4796,1470
4,1048,386,2573,1253
5,502,271,1701,736
6,85,134,206,330
7,10,71,16,222
8,1,37,2,87
9,0,16,0,36
10,0,8,0,15
11,0,2,0,3
12,0,0,0,2
13,0,0,0,0
