iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,12,30,30
1,138,49,179,97
2,1238,237,2299,736
3,4640,863,11029,2705
4,5830,1508,13616,4486
5,2177,1424,5712,4106
6,591,879,1498,2513
7,82,339,210,948
8,8,86,20,215
9,0,19,0,37
10,0,4,0,5
11,0,0,0,1
12,0,0,0,0
