iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,14,30,30
1,176,35,266,90
2,2063,335,4595,858
3,2536,1153,6980,4104
4,747,1149,1767,3337
5,78,587,224,1827
6,10,257,11,704
7,1,43,1,120
8,0,7,0,14
9,0,1,0,3
10,0,0,0,0
11,0,0,0,0
