iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,14,30,30
1,137,112,200,213
2,1268,1174,3029,3501
3,3826,2043,9164,5909
4,4155,1318,9634,3959
5,1403,721,3641,2037
6,127,495,254,1342
7,15,226,18,633
8,3,71,3,163
9,1,20,1,34
10,0,9,0,12
11,0,2,0,3
12,0,0,0,1
13,0,0,0,0
