iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,14,30,30
1,224,108,336,205
2,1569,596,4022,1877
3,3149,1205,7205,3910
4,2537,1307,6246,4290
5,1136,957,3241,2858
6,306,563,782,1775
7,39,238,80,679
8,0,66,0,189
9,0,16,0,32
10,0,3,0,7
11,0,2,0,4
12,0,0,0,0
13,0,0,0,0
