iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,12,30,30
1,133,30,187,70
2,1860,131,3250,271
3,6010,637,13027,2140
4,4960,1415,12709,4454
5,1280,1517,3459,4195
6,106,940,199,2671
7,4,492,7,1299
8,1,238,1,627
9,0,75,0,182
10,0,10,0,36
11,0,2,0,5
12,0,0,0,0
13,0,0,0,0
