iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,15,30,30
1,142,74,205,168
2,1954,608,3420,1602
3,2929,1133,7402,3821
4,1186,804,2900,2291
5,434,260,1174,772
6,101,62,291,169
7,4,10,10,24
8,1,1,1,2
9,0,0,0,0
10,0,0,0,0
