iteration,true_shared,false_shared,true_exposed,false_exposed
0,18,18,30,30
1,126,74,173,133
2,1446,458,2884,1372
3,4140,1587,9716,4443
4,3938,2182,9562,6045
5,1181,1471,3176,4098
6,101,779,215,2068
7,4,268,8,627
8,0,52,0,103
9,0,8,0,16
10,0,4,0,5
11,0,0,0,2
12,0,0,0,0
