iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,16,30,30
1,165,102,240,229
2,1580,469,3210,1470
3,4511,1199,10961,3758
4,4138,1744,10285,5081
5,1186,1537,3092,4348
6,103,918,227,2771
7,4,431,8,1064
8,1,144,1,342
9,0,46,0,112
10,0,16,0,30
11,0,2,0,7
12,0,1,0,2
13,0,1,0,1
14,0,0,0,0
15,0,0,0,0
