iteration,true_shared,false_shared,true_exposed,false_exposed
0,16,15,30,30
1,145,43,230,102
2,1855,463,4594,1243
3,851,472,2366,2460
4,136,344,283,1251
5,53,270,184,948
6,9,166,20,523
7,2,79,2,198
8,1,35,1,94
9,0,21,0,46
10,0,4,0,8
11,0,2,0,4
12,0,2,0,8
13,0,1,0,3
14,0,0,0,0
15,0,0,0,0
