iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,17,30,30
1,135,57,175,136
2,1476,263,2626,691
3,4736,982,11173,2987
4,4738,1755,11727,4887
5,1556,1497,3982,4589
6,128,972,321,2695
7,7,479,10,1322
8,0,271,0,795
9,0,283,0,714
10,0,218,0,670
11,0,100,0,260
12,0,19,0,58
13,0,4,0,5
14,0,3,0,6
15,0,1,0,2
16,0,0,0,0
17,0,0,0,0
