iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,14,30,30
1,214,53,302,106
2,2321,657,5348,1903
3,4790,1488,10916,4338
4,2626,1545,6428,4460
5,1087,1415,2744,4321
6,158,916,452,2570
7,6,330,13,912
8,0,71,0,167
9,0,17,0,32
10,0,3,0,7
11,0,2,0,2
12,0,0,0,0
13,0,0,0,0
