iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,13,30,30
1,158,80,232,150
2,2124,454,4562,1837
3,4543,1370,10501,3809
4,2255,1778,5679,5299
5,381,1167,972,3540
6,14,558,28,1504
7,3,152,4,374
8,1,17,1,41
9,0,3,0,4
10,0,1,0,1
11,0,0,0,0
12,0,0,0,0
