iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,15,30,30
1,162,70,221,130
2,1884,439,4166,1220
3,5060,1131,11633,3292
4,4318,1642,10065,4936
5,1397,1659,3786,5154
6,139,984,276,2762
7,9,367,11,954
8,0,91,1,241
9,0,20,0,47
10,0,4,0,8
11,0,2,0,4
12,0,1,0,1
13,0,0,0,0
14,0,0,0,0
